"prov.orig","prov.comp","temp","cup","elpd"
"IPU","IN",30,"76",-4.93723518757088
"NB2","IN",30,"76",-11.9998407217759
"ON","IN",30,"76",-9.14288321987721
"QC","IN",30,"76",-6.1216414072655
"IN","IPU",30,"76",-7.15215433360079
"IPU","IPU",30,"76",-4.25098558471845
"NB2","IPU",30,"76",-8.12483309179281
"ON","IPU",30,"76",-7.16735791188645
"QC","IPU",30,"76",-4.30642723486428
"IN","NB2",30,"76",-6.25896040118722
"IPU","NB2",30,"76",-12.634044402741
"NB2","NB2",30,"76",-5.70979481918325
"ON","NB2",30,"76",-5.37600870799626
"QC","NB2",30,"76",-6.70877163192847
"IN","ON",30,"76",-6.56103988863041
"IPU","ON",30,"76",-11.1259498920508
"NB2","ON",30,"76",-5.29080252308513
"ON","ON",30,"76",-5.06100055589923
"QC","ON",30,"76",-6.03115430933568
"IN","QC",30,"76",-6.2308929725545
"IPU","QC",30,"76",-10.6015521183993
"NB2","QC",30,"76",-5.83941656287448
"ON","QC",30,"76",-5.30533098657603
"QC","QC",30,"76",-4.03621036356301
"NB2","AB",35,"76",-7.82055184083392
"ON","AB",35,"76",-5.9304811965532
"QC","AB",35,"76",-5.83276575458883
"NB2","IN",35,"76",-6.67968791386017
"ON","IN",35,"76",-4.68752274731744
"QC","IN",35,"76",-4.89638108561092
"NB2","IPU",35,"76",-6.80147379691461
"ON","IPU",35,"76",-4.5363292078783
"QC","IPU",35,"76",-5.94575790673517
"NB2","NB2",35,"76",-11.5551393527146
"ON","NB2",35,"76",-14.7731815836327
"QC","NB2",35,"76",-14.6993433709433
"NB2","ON",35,"76",-10.2513136045814
"ON","ON",35,"76",-4.59184416547395
"QC","ON",35,"76",-8.37911412918089
"NB2","QC",35,"76",-10.5050600406115
"ON","QC",35,"76",-9.66929019279431
"QC","QC",35,"76",-5.71150793827152
"IN","AB",5,"77",-4.73084268738571
"IPU","AB",5,"77",-4.97782842283339
"IN","IN",5,"77",-3.73336694027834
"IPU","IN",5,"77",-4.62744494358966
"IN","IPU",5,"77",-5.62051174762343
"IPU","IPU",5,"77",-3.49614397417549
"IN","NB2",5,"77",-5.74219466678406
"IPU","NB2",5,"77",-8.19776598984028
"IN","ON",5,"77",-5.28016075731167
"IPU","ON",5,"77",-7.52495172393367
"IN","QC",5,"77",-6.08428751623593
"IPU","QC",5,"77",-8.88700006123921
"IN","AB",10,"77",-6.18229451099501
"IPU","AB",10,"77",-5.97160844392744
"NB2","AB",10,"77",-7.51724937502227
"ON","AB",10,"77",-8.0028826241085
"QC","AB",10,"77",-6.30593802974793
"IN","IN",10,"77",-5.22284977223649
"IPU","IN",10,"77",-4.02111131316619
"NB2","IN",10,"77",-14.6750005922384
"ON","IN",10,"77",-18.4499857689154
"QC","IN",10,"77",-12.3887399356472
"IN","IPU",10,"77",-8.07014779929199
"IPU","IPU",10,"77",-2.98946952272076
"NB2","IPU",10,"77",-12.1178932616659
"ON","IPU",10,"77",-10.9136318134821
"QC","IPU",10,"77",-7.42455477631929
"IN","NB2",10,"77",-5.9050303211653
"IPU","NB2",10,"77",-15.1430604048784
"NB2","NB2",10,"77",-6.14281388314679
"ON","NB2",10,"77",-4.67749746060603
"QC","NB2",10,"77",-7.11480023031389
"IN","ON",10,"77",-6.43343837574278
"IPU","ON",10,"77",-18.7896657135406
"NB2","ON",10,"77",-7.18712040898002
"ON","ON",10,"77",-6.2274575983368
"QC","ON",10,"77",-7.42629089549756
"IN","QC",10,"77",-5.7858561051743
"IPU","QC",10,"77",-16.013273151645
"NB2","QC",10,"77",-6.88417314303512
"ON","QC",10,"77",-4.4081092217908
"QC","QC",10,"77",-5.07298274167376
"IPU","AB",15,"77",-6.84596367057117
"IPU","IN",15,"77",-4.75556680276441
"IPU","IPU",15,"77",-4.48237008965981
"IPU","NB2",15,"77",-17.7218324777142
"IPU","ON",15,"77",-20.3313687769431
"IPU","QC",15,"77",-18.4405260080323
"IN","AB",20,"77",-5.39677165723581
"IPU","AB",20,"77",-5.52840162685519
"NB2","AB",20,"77",-5.84556488728696
"ON","AB",20,"77",-5.75794181428626
"QC","AB",20,"77",-5.08329249238997
"IN","IN",20,"77",-4.81706797061485
"IPU","IN",20,"77",-4.43326940265815
"NB2","IN",20,"77",-10.7208856990347
"ON","IN",20,"77",-11.2652159959662
"QC","IN",20,"77",-8.06092961274073
"IN","IPU",20,"77",-4.13221636349011
"IPU","IPU",20,"77",-2.64910823876792
"NB2","IPU",20,"77",-5.99594677822017
"ON","IPU",20,"77",-5.29339501808877
"QC","IPU",20,"77",-4.37391936505348
"IN","NB2",20,"77",-9.76761668250524
"IPU","NB2",20,"77",-11.4579704187747
"NB2","NB2",20,"77",-4.2363763322396
"ON","NB2",20,"77",-6.4403365442397
"QC","NB2",20,"77",-6.84269648113435
"IN","ON",20,"77",-7.9876469246105
"IPU","ON",20,"77",-9.24603502396681
"NB2","ON",20,"77",-5.08666102802092
"ON","ON",20,"77",-4.17837760153562
"QC","ON",20,"77",-5.31220725834015
"IN","QC",20,"77",-9.28323811357467
"IPU","QC",20,"77",-11.1501757850453
"NB2","QC",20,"77",-5.90219865284858
"ON","QC",20,"77",-6.02757689961232
"QC","QC",20,"77",-2.96356413838494
"AB","AB",25,"77",-2.40358485100632
"IN","AB",25,"77",-3.23833761683849
"IPU","AB",25,"77",-3.27446533040185
"NB2","AB",25,"77",-4.89892996438022
"ON","AB",25,"77",-4.91946167218592
"QC","AB",25,"77",-8.34394645766789
"AB","IN",25,"77",-3.66219156048212
"IN","IN",25,"77",-2.19394842935464
"IPU","IN",25,"77",-3.1728178652244
"NB2","IN",25,"77",-7.81508822072592
"ON","IN",25,"77",-9.22067411308161
"QC","IN",25,"77",-18.6617317326701
"AB","IPU",25,"77",-6.50334465878784
"IN","IPU",25,"77",-1.89903175616352
"IPU","IPU",25,"77",-2.20539786640137
"NB2","IPU",25,"77",-3.68211644142412
"ON","IPU",25,"77",-7.57266090903081
"QC","IPU",25,"77",-8.88740045243146
"AB","NB2",25,"77",-8.5446912581003
"IN","NB2",25,"77",-5.2868976624191
"IPU","NB2",25,"77",-8.11809388129619
"NB2","NB2",25,"77",-4.46199162040135
"ON","NB2",25,"77",-6.82612346925168
"QC","NB2",25,"77",-5.46316867924489
"AB","ON",25,"77",-7.55759788151182
"IN","ON",25,"77",-4.37525729601262
"IPU","ON",25,"77",-6.64977032860959
"NB2","ON",25,"77",-4.8701358973493
"ON","ON",25,"77",-4.48797352052535
"QC","ON",25,"77",-6.67149460958211
"AB","QC",25,"77",-9.34393647847906
"IN","QC",25,"77",-4.06888271217414
"IPU","QC",25,"77",-6.41022010532736
"NB2","QC",25,"77",-4.64410701822969
"ON","QC",25,"77",-6.54774995418485
"QC","QC",25,"77",-9.50943158147988
"IN","AB",30,"77",-9.11705928027888
"IPU","AB",30,"77",-5.13988394904231
"NB2","AB",30,"77",-5.60387516179606
"ON","AB",30,"77",-7.55802407109866
"QC","AB",30,"77",-5.32278444877117
"IN","IN",30,"77",-6.62633938632466
"IPU","IN",30,"77",-6.58317924154056
"NB2","IN",30,"77",-7.17964753710458
"ON","IN",30,"77",-12.5323954010045
"QC","IN",30,"77",-4.08575057298594
"IN","IPU",30,"77",-8.309071975711
"IPU","IPU",30,"77",-5.3683739909613
"NB2","IPU",30,"77",-5.74219475279283
"ON","IPU",30,"77",-8.1155477441585
"QC","IPU",30,"77",-5.18746216247219
"IN","NB2",30,"77",-8.5547508603283
"IPU","NB2",30,"77",-5.8520109150573
"NB2","NB2",30,"77",-4.18327953801099
"ON","NB2",30,"77",-5.60411324574384
"QC","NB2",30,"77",-10.0289733916344
"IN","ON",30,"77",-9.03873330403276
"IPU","ON",30,"77",-4.61738366330379
"NB2","ON",30,"77",-5.61792032922671
"ON","ON",30,"77",-8.90405921800208
"QC","ON",30,"77",-8.45483005782656
"IN","QC",30,"77",-7.90853578455034
"IPU","QC",30,"77",-4.90955187605388
"NB2","QC",30,"77",-5.24114184191307
"ON","QC",30,"77",-5.52840709841105
"QC","QC",30,"77",-4.55981815370634
"NB2","AB",35,"77",-9.94555422100044
"ON","AB",35,"77",-12.8540531720488
"QC","AB",35,"77",-5.01374941548163
"NB2","IN",35,"77",-12.6922278016154
"ON","IN",35,"77",-24.87009257564
"QC","IN",35,"77",-4.41435748310712
"NB2","IPU",35,"77",-12.3549451844206
"ON","IPU",35,"77",-27.3194457127519
"QC","IPU",35,"77",-5.45772215677138
"NB2","NB2",35,"77",-7.2647435126676
"ON","NB2",35,"77",-7.39810002648002
"QC","NB2",35,"77",-8.82343517284769
"NB2","ON",35,"77",-7.78911060526747
"ON","ON",35,"77",-18.1004289574459
"QC","ON",35,"77",-4.93732839391119
"NB2","QC",35,"77",-6.90410043982796
"ON","QC",35,"77",-9.31715394408902
"QC","QC",35,"77",-3.10936290244817
"IN","AB",5,"78",-5.0391027265122
"IPU","AB",5,"78",-5.67759503772944
"IN","IN",5,"78",-4.69349288317512
"IPU","IN",5,"78",-6.2529419973607
"IN","IPU",5,"78",-5.81192215178603
"IPU","IPU",5,"78",-4.36684960578058
"IN","NB2",5,"78",-6.6323937747837
"IPU","NB2",5,"78",-9.73419421177871
"IN","ON",5,"78",-6.45641838635855
"IPU","ON",5,"78",-9.03164679152609
"IN","QC",5,"78",-7.30063712665404
"IPU","QC",5,"78",-10.458183793572
"IN","AB",10,"78",-5.89616977547272
"IPU","AB",10,"78",-5.87228444196688
"NB2","AB",10,"78",-8.47985787447257
"ON","AB",10,"78",-6.13851445392133
"QC","AB",10,"78",-5.67447211526486
"IN","IN",10,"78",-6.56906346313726
"IPU","IN",10,"78",-4.24149054022256
"NB2","IN",10,"78",-16.7829221118509
"ON","IN",10,"78",-12.6955359730638
"QC","IN",10,"78",-8.40547245461685
"IN","IPU",10,"78",-6.13994186532152
"IPU","IPU",10,"78",-2.74885049163032
"NB2","IPU",10,"78",-11.7347027373185
"ON","IPU",10,"78",-8.6980187937142
"QC","IPU",10,"78",-6.18490879765287
"IN","NB2",10,"78",-10.0931906506424
"IPU","NB2",10,"78",-14.7888044022218
"NB2","NB2",10,"78",-7.05197995587253
"ON","NB2",10,"78",-5.21498163010154
"QC","NB2",10,"78",-6.47307469062625
"IN","ON",10,"78",-11.61405516324
"IPU","ON",10,"78",-17.7257637612961
"NB2","ON",10,"78",-6.60113938456425
"ON","ON",10,"78",-4.21138600221044
"QC","ON",10,"78",-7.04143540974398
"IN","QC",10,"78",-10.4227929538724
"IPU","QC",10,"78",-15.5288778235376
"NB2","QC",10,"78",-6.20540926776238
"ON","QC",10,"78",-5.03780327440331
"QC","QC",10,"78",-3.40286053711656
"IPU","AB",15,"78",-6.95044127636845
"IPU","IN",15,"78",-5.29705119880376
"IPU","IPU",15,"78",-3.9664318206341
"IPU","NB2",15,"78",-18.264547215874
"IPU","ON",15,"78",-20.9376988727051
"IPU","QC",15,"78",-19.0274864906446
"IN","AB",20,"78",-6.36207060494814
"IPU","AB",20,"78",-5.68958885109424
"NB2","AB",20,"78",-6.3938471658774
"ON","AB",20,"78",-5.44722643131105
"QC","AB",20,"78",-6.02935540999499
"IN","IN",20,"78",-5.97093569354064
"IPU","IN",20,"78",-4.18488399093004
"NB2","IN",20,"78",-11.3415838957908
"ON","IN",20,"78",-7.94780298963639
"QC","IN",20,"78",-13.4526532057739
"IN","IPU",20,"78",-8.03565268870511
"IPU","IPU",20,"78",-3.01957365681603
"NB2","IPU",20,"78",-8.03991266440592
"ON","IPU",20,"78",-3.87564562492406
"QC","IPU",20,"78",-5.66189726334903
"IN","NB2",20,"78",-6.36326510782159
"IPU","NB2",20,"78",-12.1761143799129
"NB2","NB2",20,"78",-5.29166387793351
"ON","NB2",20,"78",-7.6047444676872
"QC","NB2",20,"78",-5.46772828179207
"IN","ON",20,"78",-5.55923326274602
"IPU","ON",20,"78",-9.86112783076332
"NB2","ON",20,"78",-6.08251179235558
"ON","ON",20,"78",-3.69362277202825
"QC","ON",20,"78",-4.82756782396102
"IN","QC",20,"78",-6.03773259815041
"IPU","QC",20,"78",-11.7811580357777
"NB2","QC",20,"78",-6.93565006388973
"ON","QC",20,"78",-7.34805125256993
"QC","QC",20,"78",-4.43606599466959
"AB","AB",25,"78",-3.93387697795313
"IN","AB",25,"78",-4.07884971388575
"IPU","AB",25,"78",-3.42657514207821
"NB2","AB",25,"78",-4.42233345444248
"ON","AB",25,"78",-3.44760508862542
"QC","AB",25,"78",-3.93725522318504
"AB","IN",25,"78",-3.87686479059855
"IN","IN",25,"78",-3.01093680265093
"IPU","IN",25,"78",-3.34531990105877
"NB2","IN",25,"78",-10.2346758339791
"ON","IN",25,"78",-3.77367038910407
"QC","IN",25,"78",-7.52588345522051
"AB","IPU",25,"78",-8.46240940570564
"IN","IPU",25,"78",-4.49456164933491
"IPU","IPU",25,"78",-2.0801447344598
"NB2","IPU",25,"78",-2.95675667675388
"ON","IPU",25,"78",-2.63559447181525
"QC","IPU",25,"78",-3.94799252095808
"AB","NB2",25,"78",-7.77934852281211
"IN","NB2",25,"78",-6.87297264012384
"IPU","NB2",25,"78",-8.29007698462404
"NB2","NB2",25,"78",-3.42795197861735
"ON","NB2",25,"78",-8.031894064647
"QC","NB2",25,"78",-5.42673183207834
"AB","ON",25,"78",-6.96925627035597
"IN","ON",25,"78",-5.67268909603645
"IPU","ON",25,"78",-7.59002403396316
"NB2","ON",25,"78",-3.80249757776577
"ON","ON",25,"78",-3.70170334459346
"QC","ON",25,"78",-4.58250967020287
"AB","QC",25,"78",-8.03958425036972
"IN","QC",25,"78",-5.6125664770987
"IPU","QC",25,"78",-6.96839082520331
"NB2","QC",25,"78",-3.63554434373665
"ON","QC",25,"78",-6.66350565523383
"QC","QC",25,"78",-2.92062113820482
"IN","AB",30,"78",-6.88079411491156
"IPU","AB",30,"78",-5.38225468117681
"NB2","AB",30,"78",-6.18115971460219
"ON","AB",30,"78",-5.40036387804712
"QC","AB",30,"78",-5.06820500944217
"IN","IN",30,"78",-5.70667142265757
"IPU","IN",30,"78",-3.23317259628618
"NB2","IN",30,"78",-11.1462493730237
"ON","IN",30,"78",-6.55290946041685
"QC","IN",30,"78",-3.76909029346183
"IN","IPU",30,"78",-5.75197535628691
"IPU","IPU",30,"78",-2.76317244633918
"NB2","IPU",30,"78",-7.88153493897875
"ON","IPU",30,"78",-4.69178854603039
"QC","IPU",30,"78",-3.58089690117842
"IN","NB2",30,"78",-8.41016305514779
"IPU","NB2",30,"78",-9.75628095851558
"NB2","NB2",30,"78",-4.39430979494693
"ON","NB2",30,"78",-6.37859746206574
"QC","NB2",30,"78",-7.36195417752617
"IN","ON",30,"78",-8.60433150956553
"IPU","ON",30,"78",-9.63627619533699
"NB2","ON",30,"78",-4.47909237269981
"ON","ON",30,"78",-3.45002046246216
"QC","ON",30,"78",-6.68988829035246
"IN","QC",30,"78",-7.70991929682604
"IPU","QC",30,"78",-8.15302606009761
"NB2","QC",30,"78",-4.80660653482898
"ON","QC",30,"78",-5.54247560442565
"QC","QC",30,"78",-3.65979858224413
"NB2","AB",35,"78",-11.1227162570933
"ON","AB",35,"78",-5.66070380497923
"QC","AB",35,"78",-5.67738047534458
"NB2","IN",35,"78",-15.0441635846084
"ON","IN",35,"78",-4.98358512148035
"QC","IN",35,"78",-6.36308045417705
"NB2","IPU",35,"78",-15.9564735472928
"ON","IPU",35,"78",-5.43605029671014
"QC","IPU",35,"78",-5.79972687312785
"NB2","NB2",35,"78",-7.53093110224395
"ON","NB2",35,"78",-11.7496959704459
"QC","NB2",35,"78",-8.86687818098438
"NB2","ON",35,"78",-8.35686648698172
"ON","ON",35,"78",-3.81529617991262
"QC","ON",35,"78",-5.27511606578619
"NB2","QC",35,"78",-7.29425175243514
"ON","QC",35,"78",-7.79662222036699
"QC","QC",35,"78",-4.44225012016229
"IN","AB",5,"79",-5.13171660137023
"IPU","AB",5,"79",-5.24355356978737
"IN","IN",5,"79",-4.01833497310407
"IPU","IN",5,"79",-5.14787171830536
"IN","IPU",5,"79",-6.33032378552765
"IPU","IPU",5,"79",-3.99084907424416
"IN","NB2",5,"79",-6.66805652904792
"IPU","NB2",5,"79",-8.1895105955754
"IN","ON",5,"79",-6.53418537804733
"IPU","ON",5,"79",-7.53048929698036
"IN","QC",5,"79",-7.30140058867331
"IPU","QC",5,"79",-8.84048383788645
"IPU","AB",10,"79",-5.90468756251075
"NB2","AB",10,"79",-5.94505702015733
"ON","AB",10,"79",-6.00510079351053
"QC","AB",10,"79",-6.23308101564504
"IPU","IN",10,"79",-4.60035023605326
"NB2","IN",10,"79",-11.2664947439292
"ON","IN",10,"79",-10.8831285638711
"QC","IN",10,"79",-11.0994823500054
"IPU","IPU",10,"79",-2.93716131644029
"NB2","IPU",10,"79",-8.15887439074658
"ON","IPU",10,"79",-5.53480819278531
"QC","IPU",10,"79",-7.01127331797766
"IPU","NB2",10,"79",-14.608661580133
"NB2","NB2",10,"79",-3.82593618849951
"ON","NB2",10,"79",-5.5907066324998
"QC","NB2",10,"79",-5.36830289750237
"IPU","ON",10,"79",-17.0169865274077
"NB2","ON",10,"79",-5.49737633204187
"ON","ON",10,"79",-3.57250128988295
"QC","ON",10,"79",-5.23159849546667
"IPU","QC",10,"79",-15.2506207731962
"NB2","QC",10,"79",-5.33102719816362
"ON","QC",10,"79",-5.47788224728502
"QC","QC",10,"79",-3.55132840298518
"IPU","AB",15,"79",-6.46972286634159
"IPU","IN",15,"79",-5.78914779898785
"IPU","IPU",15,"79",-4.81383770240457
"IPU","NB2",15,"79",-13.9100654456406
"IPU","ON",15,"79",-16.145729424669
"IPU","QC",15,"79",-14.882883092303
"IN","AB",20,"79",-5.37629613667088
"IPU","AB",20,"79",-6.06947976431075
"NB2","AB",20,"79",-5.50376110310901
"ON","AB",20,"79",-5.0599253047508
"QC","AB",20,"79",-5.16479331422189
"IN","IN",20,"79",-5.74037498696565
"IPU","IN",20,"79",-11.3068230556126
"NB2","IN",20,"79",-9.03804921292636
"ON","IN",20,"79",-5.9624435118733
"QC","IN",20,"79",-6.7070600832969
"IN","IPU",20,"79",-5.02631768933359
"IPU","IPU",20,"79",-7.96888663703491
"NB2","IPU",20,"79",-4.40517395905341
"ON","IPU",20,"79",-3.49775789446215
"QC","IPU",20,"79",-4.40202347293341
"IN","NB2",20,"79",-8.28367323060733
"IPU","NB2",20,"79",-10.4582480646983
"NB2","NB2",20,"79",-3.78720205048429
"ON","NB2",20,"79",-8.2072469957309
"QC","NB2",20,"79",-7.72769126778309
"IN","ON",20,"79",-6.66392914511386
"IPU","ON",20,"79",-8.86166710487221
"NB2","ON",20,"79",-5.03596512017086
"ON","ON",20,"79",-3.35051153609342
"QC","ON",20,"79",-6.03659506731976
"IN","QC",20,"79",-7.72635325682371
"IPU","QC",20,"79",-9.94871234034064
"NB2","QC",20,"79",-6.11171451819634
"ON","QC",20,"79",-7.9057752621979
"QC","QC",20,"79",-3.36793505521888
"AB","AB",25,"79",-2.91606322416836
"IN","AB",25,"79",-3.64887480479353
"IPU","AB",25,"79",-4.04186296849209
"NB2","AB",25,"79",-3.90407718561995
"ON","AB",25,"79",-4.59898250489676
"QC","AB",25,"79",-3.8873187075379
"AB","IN",25,"79",-4.51745803488
"IN","IN",25,"79",-3.55614363850705
"IPU","IN",25,"79",-4.87006107516262
"NB2","IN",25,"79",-6.48515386271541
"ON","IN",25,"79",-10.1396639211963
"QC","IN",25,"79",-6.26881233318206
"AB","IPU",25,"79",-8.8301985799504
"IN","IPU",25,"79",-3.49531890061975
"IPU","IPU",25,"79",-2.72444438828888
"NB2","IPU",25,"79",-2.61485272566013
"ON","IPU",25,"79",-4.19546598275267
"QC","IPU",25,"79",-4.22134052374235
"AB","NB2",25,"79",-12.0702126267549
"IN","NB2",25,"79",-7.72069552812392
"IPU","NB2",25,"79",-9.95922797159495
"NB2","NB2",25,"79",-2.90656598523645
"ON","NB2",25,"79",-3.66585343551746
"QC","NB2",25,"79",-5.65853381024828
"AB","ON",25,"79",-10.9509889170667
"IN","ON",25,"79",-6.7354067988286
"IPU","ON",25,"79",-8.31437348553609
"NB2","ON",25,"79",-4.1887496921655
"ON","ON",25,"79",-3.01312653814006
"QC","ON",25,"79",-4.8749210647862
"AB","QC",25,"79",-12.5460293540396
"IN","QC",25,"79",-6.25336013970339
"IPU","QC",25,"79",-7.98060481074648
"NB2","QC",25,"79",-3.98395467014131
"ON","QC",25,"79",-3.08314290114638
"QC","QC",25,"79",-2.23944565940805
"IN","AB",30,"79",-6.13642366913456
"IPU","AB",30,"79",-4.81195334718473
"NB2","AB",30,"79",-5.53971545413357
"ON","AB",30,"79",-5.36157285797665
"QC","AB",30,"79",-5.06820500944217
"IN","IN",30,"79",-5.1684140004744
"IPU","IN",30,"79",-4.12882372089892
"NB2","IN",30,"79",-4.22463162807438
"ON","IN",30,"79",-4.30883008027584
"QC","IN",30,"79",-3.76909029346183
"IN","IPU",30,"79",-4.26093709746373
"IPU","IPU",30,"79",-3.09063386228825
"NB2","IPU",30,"79",-5.17688918886776
"ON","IPU",30,"79",-4.55474596517771
"QC","IPU",30,"79",-3.58089690117842
"IN","NB2",30,"79",-6.9035219270962
"IPU","NB2",30,"79",-6.74396810680124
"NB2","NB2",30,"79",-5.97177821247753
"ON","NB2",30,"79",-8.96712561176897
"QC","NB2",30,"79",-7.36195417752617
"IN","ON",30,"79",-5.99176779242226
"IPU","ON",30,"79",-5.71310820044
"NB2","ON",30,"79",-8.87974298115882
"ON","ON",30,"79",-5.01158864077755
"QC","ON",30,"79",-6.68988829035246
"IN","QC",30,"79",-5.97178290790269
"IPU","QC",30,"79",-5.65608622912079
"NB2","QC",30,"79",-8.51785394040098
"ON","QC",30,"79",-7.21842673680158
"QC","QC",30,"79",-3.65979858224413
"NB2","AB",35,"79",-9.13800639520461
"ON","AB",35,"79",-12.0901059254768
"QC","AB",35,"79",-6.68744698563066
"NB2","IN",35,"79",-11.3568542788658
"ON","IN",35,"79",-12.8879987803287
"QC","IN",35,"79",-5.87795959015027
"NB2","IPU",35,"79",-13.8431361215697
"ON","IPU",35,"79",-14.1278893248118
"QC","IPU",35,"79",-5.93093126993895
"NB2","NB2",35,"79",-8.44894018890083
"ON","NB2",35,"79",-13.2950682976732
"QC","NB2",35,"79",-10.9978239676387
"NB2","ON",35,"79",-8.87892166496807
"ON","ON",35,"79",-12.9319414495174
"QC","ON",35,"79",-7.93807721189815
"NB2","QC",35,"79",-8.22979768063664
"ON","QC",35,"79",-11.1690716266961
"QC","QC",35,"79",-6.1884161908738
"IN","AB",5,"8",-5.51351773727842
"IPU","AB",5,"8",-5.2104495011887
"NB2","AB",5,"8",-8.72913922743918
"ON","AB",5,"8",-6.00963476685302
"QC","AB",5,"8",-5.28525145718166
"IN","IN",5,"8",-5.31534278643723
"IPU","IN",5,"8",-4.40384274368461
"NB2","IN",5,"8",-19.2799526669976
"ON","IN",5,"8",-9.45347384320517
"QC","IN",5,"8",-7.87168582385935
"IN","IPU",5,"8",-8.00253889676989
"IPU","IPU",5,"8",-3.11115188033472
"NB2","IPU",5,"8",-11.1771767634604
"ON","IPU",5,"8",-6.38329074163341
"QC","IPU",5,"8",-6.18168565259382
"IN","NB2",5,"8",-5.31383731324541
"IPU","NB2",5,"8",-10.1719625787441
"NB2","NB2",5,"8",-9.87817952770454
"ON","NB2",5,"8",-7.12339900415817
"QC","NB2",5,"8",-5.92534800214558
"IN","ON",5,"8",-5.14159119863383
"IPU","ON",5,"8",-9.47942970101706
"NB2","ON",5,"8",-7.44544099422841
"ON","ON",5,"8",-6.14805204731674
"QC","ON",5,"8",-5.36405435811467
"IN","QC",5,"8",-5.5333151783395
"IPU","QC",5,"8",-11.0816042805079
"NB2","QC",5,"8",-7.35563235327534
"ON","QC",5,"8",-7.47942008014041
"QC","QC",5,"8",-3.74898335132663
"AB","AB",10,"8",-8.46067816545153
"IN","AB",10,"8",-5.31589251725639
"IPU","AB",10,"8",-5.22352386674471
"NB2","AB",10,"8",-5.65076330316593
"ON","AB",10,"8",-6.26138969984675
"QC","AB",10,"8",-5.32903144979658
"AB","IN",10,"8",-17.4617173183866
"IN","IN",10,"8",-4.3943299347085
"IPU","IN",10,"8",-3.63674543763894
"NB2","IN",10,"8",-9.03544530506095
"ON","IN",10,"8",-12.5218182666484
"QC","IN",10,"8",-8.10189104236721
"AB","IPU",10,"8",-13.31011625681
"IN","IPU",10,"8",-5.01242245461932
"IPU","IPU",10,"8",-2.95487831653433
"NB2","IPU",10,"8",-7.47427531288541
"ON","IPU",10,"8",-8.12857869420881
"QC","IPU",10,"8",-4.66532551204924
"AB","NB2",10,"8",-5.19704675692558
"IN","NB2",10,"8",-9.56644818104486
"IPU","NB2",10,"8",-10.6327601121402
"NB2","NB2",10,"8",-3.72807371274325
"ON","NB2",10,"8",-4.70404242675054
"QC","NB2",10,"8",-6.31722523526073
"AB","ON",10,"8",-4.75158652628422
"IN","ON",10,"8",-11.141538867155
"IPU","ON",10,"8",-13.8471844644803
"NB2","ON",10,"8",-6.26118059459411
"ON","ON",10,"8",-3.64446484161425
"QC","ON",10,"8",-6.28230829809915
"AB","QC",10,"8",-5.5917045973876
"IN","QC",10,"8",-10.2667268786476
"IPU","QC",10,"8",-11.5689853731371
"NB2","QC",10,"8",-6.25561491500953
"ON","QC",10,"8",-4.72661048241144
"QC","QC",10,"8",-3.121073167575
"AB","AB",15,"8",-4.5879607156745
"IPU","AB",15,"8",-13.4408971329524
"NB2","AB",15,"8",-11.2577391067816
"ON","AB",15,"8",-8.68097716483446
"QC","AB",15,"8",-6.51341652549571
"AB","IN",15,"8",-7.48435137869217
"IPU","IN",15,"8",-13.6286028564464
"NB2","IN",15,"8",-15.259645761931
"ON","IN",15,"8",-15.7170915046322
"QC","IN",15,"8",-8.72255138922142
"AB","IPU",15,"8",-11.7938944447557
"IPU","IPU",15,"8",-9.40489787743388
"NB2","IPU",15,"8",-12.5013524283639
"ON","IPU",15,"8",-12.9285229273059
"QC","IPU",15,"8",-7.15036747912222
"AB","NB2",15,"8",-10.8411655201838
"IPU","NB2",15,"8",-33.0593220374854
"NB2","NB2",15,"8",-17.4733149914016
"ON","NB2",15,"8",-6.35817358359858
"QC","NB2",15,"8",-9.25395785243876
"AB","ON",15,"8",-11.86831020223
"IPU","ON",15,"8",-40.2384265071529
"NB2","ON",15,"8",-23.3472730178778
"ON","ON",15,"8",-5.63134588992846
"QC","ON",15,"8",-11.015150115182
"AB","QC",15,"8",-10.5181434960423
"IPU","QC",15,"8",-34.8337302665937
"NB2","QC",15,"8",-18.6992829092687
"ON","QC",15,"8",-6.42079738603068
"QC","QC",15,"8",-5.33124647631954
"AB","AB",20,"8",-33.4840301733485
"IN","AB",20,"8",-5.41219018524022
"IPU","AB",20,"8",-5.71328166502119
"NB2","AB",20,"8",-6.9241797360547
"ON","AB",20,"8",-5.7497307821034
"QC","AB",20,"8",-10.1930038538533
"AB","IN",20,"8",-70.029067700991
"IN","IN",20,"8",-4.87481905728456
"IPU","IN",20,"8",-8.44403414933188
"NB2","IN",20,"8",-17.2169680594045
"ON","IN",20,"8",-12.1564622403511
"QC","IN",20,"8",-14.8067973748351
"AB","IPU",20,"8",-57.3429263490415
"IN","IPU",20,"8",-4.37842287126674
"IPU","IPU",20,"8",-6.51935245846021
"NB2","IPU",20,"8",-8.65707544282459
"ON","IPU",20,"8",-4.7706707110383
"QC","IPU",20,"8",-9.88475899474429
"AB","NB2",20,"8",-28.6572224030923
"IN","NB2",20,"8",-10.2316813104486
"IPU","NB2",20,"8",-7.84333270087756
"NB2","NB2",20,"8",-5.19782076932584
"ON","NB2",20,"8",-5.03436223091534
"QC","NB2",20,"8",-11.6982330558856
"AB","ON",20,"8",-35.4388786656501
