"prov.orig","prov.comp","temp","cup","elpd"
"NB2","QC",30,"110",-6.33169748101748
"ON","QC",30,"110",-6.15512375223709
"QC","QC",30,"110",-3.23133458739156
"QC","AB",35,"110",-5.88114749223284
"QC","IN",35,"110",-5.45875469724159
"QC","IPU",35,"110",-5.14302053825576
"QC","NB2",35,"110",-15.8366493137317
"QC","ON",35,"110",-8.47880921111145
"QC","QC",35,"110",-5.97286444972046
"IPU","AB",5,"111",-4.97782842283339
"IPU","IN",5,"111",-4.62744494358966
"IPU","IPU",5,"111",-3.50498119096647
"IPU","NB2",5,"111",-8.19776598984028
"IPU","ON",5,"111",-7.52495172393367
"IPU","QC",5,"111",-8.88700006123921
"NB2","AB",10,"111",-5.9530379988877
"ON","AB",10,"111",-5.51197434117055
"QC","AB",10,"111",-5.5022113219971
"NB2","IN",10,"111",-9.46379189498964
"ON","IN",10,"111",-8.83007958720351
"QC","IN",10,"111",-8.97900748579301
"NB2","IPU",10,"111",-8.11284018426445
"ON","IPU",10,"111",-5.8096923099455
"QC","IPU",10,"111",-6.01715381046109
"NB2","NB2",10,"111",-4.41698754500222
"ON","NB2",10,"111",-5.61542028860822
"QC","NB2",10,"111",-5.55431007448005
"NB2","ON",10,"111",-7.62359787368254
"ON","ON",10,"111",-3.16123148181911
"QC","ON",10,"111",-5.66891941257233
"NB2","QC",10,"111",-6.823365205406
"ON","QC",10,"111",-5.92013426790207
"QC","QC",10,"111",-2.81404781192766
"IPU","AB",15,"111",-7.57710457681733
"IPU","IN",15,"111",-7.7713654230962
"IPU","IPU",15,"111",-6.28929786042967
"IPU","NB2",15,"111",-13.2167924320573
"IPU","ON",15,"111",-13.9106286364006
"IPU","QC",15,"111",-13.940550651124
"IN","AB",20,"111",-5.59577602533909
"IPU","AB",20,"111",-5.78894519426787
"NB2","AB",20,"111",-6.32403836410888
"ON","AB",20,"111",-5.27766914856967
"QC","AB",20,"111",-7.25766207156582
"IN","IN",20,"111",-4.59871641545337
"IPU","IN",20,"111",-4.43793308171829
"NB2","IN",20,"111",-11.4414246262228
"ON","IN",20,"111",-7.25391843010878
"QC","IN",20,"111",-13.7093634918247
"IN","IPU",20,"111",-4.79840643696097
"IPU","IPU",20,"111",-3.46461420283033
"NB2","IPU",20,"111",-5.46621284061541
"ON","IPU",20,"111",-4.87171609473993
"QC","IPU",20,"111",-9.63927101884185
"IN","NB2",20,"111",-8.55989687475182
"IPU","NB2",20,"111",-11.40018504034
"NB2","NB2",20,"111",-4.75044351007801
"ON","NB2",20,"111",-8.37023135760236
"QC","NB2",20,"111",-8.29079386743687
"IN","ON",20,"111",-7.07553513534857
"IPU","ON",20,"111",-9.25353114679812
"NB2","ON",20,"111",-5.30564553260113
"ON","ON",20,"111",-3.90976133262623
"QC","ON",20,"111",-7.23361094499187
"IN","QC",20,"111",-8.02569328726576
"IPU","QC",20,"111",-11.0441362891722
"NB2","QC",20,"111",-6.19741370899121
"ON","QC",20,"111",-7.70245316703913
"QC","QC",20,"111",-7.47169554450145
"IPU","AB",25,"111",-3.37993210753919
"QC","AB",25,"111",-3.7667541633844
"IPU","IN",25,"111",-4.25160332575878
"QC","IN",25,"111",-7.96762143622922
"IPU","IPU",25,"111",-2.3218874226782
"QC","IPU",25,"111",-3.4426473964784
"IPU","NB2",25,"111",-6.7331384704646
"QC","NB2",25,"111",-3.95411008222575
"IPU","ON",25,"111",-5.46543672184619
"QC","ON",25,"111",-3.40291191765587
"IPU","QC",25,"111",-5.18390440643969
"QC","QC",25,"111",-1.83483714563992
"IN","AB",30,"111",-11.0828284549078
"IPU","AB",30,"111",-5.4211096200025
"NB2","AB",30,"111",-5.35072325419263
"ON","AB",30,"111",-5.7172829889637
"QC","AB",30,"111",-6.62898049552311
"IN","IN",30,"111",-9.51024128548752
"IPU","IN",30,"111",-4.28097622352401
"NB2","IN",30,"111",-6.00268061198586
"ON","IN",30,"111",-8.42024238775701
"QC","IN",30,"111",-8.29768534949361
"IN","IPU",30,"111",-9.19226005927327
"IPU","IPU",30,"111",-4.00855477140663
"NB2","IPU",30,"111",-5.78362302747616
"ON","IPU",30,"111",-7.32239673940609
"QC","IPU",30,"111",-5.54583336753475
"IN","NB2",30,"111",-8.94268640998687
"IPU","NB2",30,"111",-7.92974975865119
"NB2","NB2",30,"111",-3.95792608330333
"ON","NB2",30,"111",-7.33771819162312
"QC","NB2",30,"111",-6.64633187919737
"IN","ON",30,"111",-9.73451935866666
"IPU","ON",30,"111",-8.06341502697662
"NB2","ON",30,"111",-6.17689938455018
"ON","ON",30,"111",-4.19028143349234
"QC","ON",30,"111",-6.1779702181167
"IN","QC",30,"111",-9.17613003232619
"IPU","QC",30,"111",-6.7517000827874
"NB2","QC",30,"111",-6.24465516058137
"ON","QC",30,"111",-6.82194382551456
"QC","QC",30,"111",-5.05563724415341
"QC","AB",35,"111",-6.20119784186952
"QC","IN",35,"111",-9.34032207357234
"QC","IPU",35,"111",-10.0899963579819
"QC","NB2",35,"111",-5.68970247725731
"QC","ON",35,"111",-4.37287687424853
"QC","QC",35,"111",-5.16437036081365
"IPU","AB",5,"112",-15.5221121981865
"IPU","IN",5,"112",-34.1886921671208
"IPU","IPU",5,"112",-11.4046352700926
"IPU","NB2",5,"112",-47.5819019751651
"IPU","ON",5,"112",-76.4253671431286
"IPU","QC",5,"112",-67.2357547626462
"NB2","AB",10,"112",-5.1834475161635
"ON","AB",10,"112",-5.51197434117055
"QC","AB",10,"112",-5.92117024360001
"NB2","IN",10,"112",-7.2283034273495
"ON","IN",10,"112",-8.83007958720351
"QC","IN",10,"112",-8.19782447443739
"NB2","IPU",10,"112",-4.35317110267731
"ON","IPU",10,"112",-5.8096923099455
"QC","IPU",10,"112",-8.02139095732172
"NB2","NB2",10,"112",-4.07394929182102
"ON","NB2",10,"112",-5.61542028860822
"QC","NB2",10,"112",-7.21587594758641
"NB2","ON",10,"112",-6.86021507119805
"ON","ON",10,"112",-3.18595091914091
"QC","ON",10,"112",-8.32357145867352
"NB2","QC",10,"112",-7.01975786374422
"ON","QC",10,"112",-5.92013426790207
"QC","QC",10,"112",-4.50230766893797
"IPU","AB",15,"112",-6.73079104405167
"IPU","IN",15,"112",-5.10717103692307
"IPU","IPU",15,"112",-4.3583593767301
"IPU","NB2",15,"112",-16.6643485255329
"IPU","ON",15,"112",-19.3303093527902
"IPU","QC",15,"112",-17.5970920086985
"IN","AB",20,"112",-5.39758647932564
"IPU","AB",20,"112",-5.29931435089244
"NB2","AB",20,"112",-6.04217021625967
"ON","AB",20,"112",-5.64623079941432
"QC","AB",20,"112",-9.53081337272156
"IN","IN",20,"112",-4.55251228379879
"IPU","IN",20,"112",-4.74263813235132
"NB2","IN",20,"112",-10.1883722323164
"ON","IN",20,"112",-9.55490922842214
"QC","IN",20,"112",-25.0540632487569
"IN","IPU",20,"112",-4.35478606277932
"IPU","IPU",20,"112",-2.91524444300278
"NB2","IPU",20,"112",-5.01624025088986
"ON","IPU",20,"112",-4.54183569839492
"QC","IPU",20,"112",-18.9442185001472
"IN","NB2",20,"112",-6.00927062144002
"IPU","NB2",20,"112",-9.58914122062932
"NB2","NB2",20,"112",-4.16528434703354
"ON","NB2",20,"112",-6.39702465993378
"QC","NB2",20,"112",-12.2937825259117
"IN","ON",20,"112",-4.82824116394211
"IPU","ON",20,"112",-7.58379474520936
"NB2","ON",20,"112",-5.19913874583038
"ON","ON",20,"112",-3.65946078183812
"QC","ON",20,"112",-12.3429824629819
"IN","QC",20,"112",-5.66108824358163
"IPU","QC",20,"112",-9.21435542187027
"NB2","QC",20,"112",-6.13558795292966
"ON","QC",20,"112",-6.09050642626102
"QC","QC",20,"112",-16.0197889897234
"IPU","AB",25,"112",-3.20054382078737
"QC","AB",25,"112",-3.21730767029128
"IPU","IN",25,"112",-3.96534354357156
"QC","IN",25,"112",-5.09371145271536
"IPU","IPU",25,"112",-1.96013941484317
"QC","IPU",25,"112",-2.13115575505064
"IPU","NB2",25,"112",-7.97060866743309
"QC","NB2",25,"112",-5.54508058239614
"IPU","ON",25,"112",-7.30234849359622
"QC","ON",25,"112",-4.75708701730937
"IPU","QC",25,"112",-6.77479965985596
"QC","QC",25,"112",-1.64464029129175
"IN","AB",30,"112",-6.83731353986932
"IPU","AB",30,"112",-5.17879099687056
"NB2","AB",30,"112",-10.2786301087172
"ON","AB",30,"112",-4.93902070807122
"QC","AB",30,"112",-4.6695609552914
"IN","IN",30,"112",-7.32839322113168
"IPU","IN",30,"112",-3.39097846247753
"NB2","IN",30,"112",-20.4614501076652
"ON","IN",30,"112",-3.06017284022093
"QC","IN",30,"112",-5.09591612650824
"IN","IPU",30,"112",-6.67378118531537
"IPU","IPU",30,"112",-3.0158181070447
"NB2","IPU",30,"112",-12.1279282485125
"ON","IPU",30,"112",-4.40537424368562
"QC","IPU",30,"112",-3.70381861231143
"IN","NB2",30,"112",-9.23459684994163
"IPU","NB2",30,"112",-10.1080156112998
"NB2","NB2",30,"112",-10.6141912393381
"ON","NB2",30,"112",-8.35693223690651
"QC","NB2",30,"112",-6.14400236446016
"IN","ON",30,"112",-10.0079603787262
"IPU","ON",30,"112",-8.75561133558678
"NB2","ON",30,"112",-7.15243114089319
"ON","ON",30,"112",-3.84359801660284
"QC","ON",30,"112",-5.02458350086659
"IN","QC",30,"112",-8.39437217723951
"IPU","QC",30,"112",-8.17444526043586
"NB2","QC",30,"112",-6.94362495613022
"ON","QC",30,"112",-7.11784672818683
"QC","QC",30,"112",-3.04601761536232
"QC","AB",35,"112",-9.05644336213998
"QC","IN",35,"112",-12.7489446625931
"QC","IPU",35,"112",-13.3311482146142
"QC","NB2",35,"112",-5.6410013760609
"QC","ON",35,"112",-6.73831092068799
"QC","QC",35,"112",-9.72768389346343
"IPU","AB",5,"113",-15.6336597002942
"IPU","IN",5,"113",-34.9490808157406
"IPU","IPU",5,"113",-12.6184077170537
"IPU","NB2",5,"113",-47.1238765118452
"IPU","ON",5,"113",-75.8900231872728
"IPU","QC",5,"113",-66.6474941073327
"NB2","AB",10,"113",-6.93154019253341
"ON","AB",10,"113",-6.52949692937405
"QC","AB",10,"113",-5.96705373148576
"NB2","IN",10,"113",-14.8581437725143
"ON","IN",10,"113",-14.3998243034336
"QC","IN",10,"113",-11.2684375222869
"NB2","IPU",10,"113",-10.9901100159972
"ON","IPU",10,"113",-7.40319791823962
"QC","IPU",10,"113",-8.21581020232819
"NB2","NB2",10,"113",-5.11913418222638
"ON","NB2",10,"113",-6.19642583363838
"QC","NB2",10,"113",-5.16615074295086
"NB2","ON",10,"113",-5.69151408986761
"ON","ON",10,"113",-5.42197979760539
"QC","ON",10,"113",-5.42006571253942
"NB2","QC",10,"113",-5.5677584205439
"ON","QC",10,"113",-5.80268587492039
"QC","QC",10,"113",-3.52829954076612
"IPU","AB",15,"113",-10.5548487625411
"IPU","IN",15,"113",-10.3815921492699
"IPU","IPU",15,"113",-6.26157475835479
"IPU","NB2",15,"113",-27.1290031606028
"IPU","ON",15,"113",-32.2492935179994
"IPU","QC",15,"113",-28.2026452359542
"IN","AB",20,"113",-5.8826531762762
"IPU","AB",20,"113",-5.29931435089244
"NB2","AB",20,"113",-5.39218146689921
"ON","AB",20,"113",-5.21781352906052
"QC","AB",20,"113",-6.16204090351034
"IN","IN",20,"113",-4.619679971127
"IPU","IN",20,"113",-4.74263813235132
"NB2","IN",20,"113",-9.70659988514151
"ON","IN",20,"113",-6.09650766179515
"QC","IN",20,"113",-13.069419688178
"IN","IPU",20,"113",-4.5299094437834
"IPU","IPU",20,"113",-2.94870058771462
"NB2","IPU",20,"113",-5.83616144765495
"ON","IPU",20,"113",-3.88062614158029
"QC","IPU",20,"113",-7.82006870846724
"IN","NB2",20,"113",-10.4330872830576
"IPU","NB2",20,"113",-9.58914122062932
"NB2","NB2",20,"113",-3.98455605249241
"ON","NB2",20,"113",-8.70414643398058
"QC","NB2",20,"113",-5.81949527060066
"IN","ON",20,"113",-8.56041698950643
"IPU","ON",20,"113",-7.58379474520936
"NB2","ON",20,"113",-5.15802974274591
"ON","ON",20,"113",-3.48481543693447
"QC","ON",20,"113",-4.94203783901641
"IN","QC",20,"113",-10.0573429123792
"IPU","QC",20,"113",-9.21435542187027
"NB2","QC",20,"113",-5.9139611916666
"ON","QC",20,"113",-8.27648056066145
"QC","QC",20,"113",-4.38470442396143
"IPU","AB",25,"113",-3.9402048991833
"QC","AB",25,"113",-4.04272200032239
"IPU","IN",25,"113",-4.13590978717916
"QC","IN",25,"113",-8.60466891575489
"IPU","IPU",25,"113",-2.93229186363263
"QC","IPU",25,"113",-3.68242737862347
"IPU","NB2",25,"113",-8.04152150895874
"QC","NB2",25,"113",-4.04177642124675
"IPU","ON",25,"113",-6.46326272476248
"QC","ON",25,"113",-3.39817606343947
"IPU","QC",25,"113",-6.32529206329453
"QC","QC",25,"113",-2.28935712686012
"IN","AB",30,"113",-8.15545902780225
"IPU","AB",30,"113",-5.08592266644468
"NB2","AB",30,"113",-5.43242816797987
"ON","AB",30,"113",-4.93902070807122
"QC","AB",30,"113",-4.9881303728776
"IN","IN",30,"113",-5.85406972538584
"IPU","IN",30,"113",-4.56874004234509
"NB2","IN",30,"113",-9.04547067831253
"ON","IN",30,"113",-3.06017284022093
"QC","IN",30,"113",-3.78295684309434
"IN","IPU",30,"113",-8.58813747370488
"IPU","IPU",30,"113",-3.94993009273538
"NB2","IPU",30,"113",-5.57563705785735
"ON","IPU",30,"113",-4.40537424368562
"QC","IPU",30,"113",-3.53496130506738
"IN","NB2",30,"113",-6.00640526375761
"IPU","NB2",30,"113",-5.87325156659064
"NB2","NB2",30,"113",-3.53045210460065
"ON","NB2",30,"113",-8.35693223690651
"QC","NB2",30,"113",-7.50078992452811
"IN","ON",30,"113",-6.39166563930135
"IPU","ON",30,"113",-5.58001758998526
"NB2","ON",30,"113",-3.71564781651513
"ON","ON",30,"113",-3.76145413141859
"QC","ON",30,"113",-6.56832220495859
"IN","QC",30,"113",-5.95816159033925
"IPU","QC",30,"113",-5.02640287085195
"NB2","QC",30,"113",-3.90817458855178
"ON","QC",30,"113",-7.11784672818683
"QC","QC",30,"113",-3.17278263976767
"QC","AB",35,"113",-5.50796673200879
"QC","IN",35,"113",-3.33719588258301
"QC","IPU",35,"113",-3.7969574387871
"QC","NB2",35,"113",-13.6338626712122
"QC","ON",35,"113",-7.53893688191667
"QC","QC",35,"113",-4.3862473149392
"IPU","AB",5,"114",-5.44159002235371
"IPU","IN",5,"114",-7.05354850355022
"IPU","IPU",5,"114",-4.69214035307651
"IPU","NB2",5,"114",-8.73342345198318
"IPU","ON",5,"114",-7.99570620184114
"IPU","QC",5,"114",-9.3468184879093
"NB2","AB",10,"114",-5.79842256358067
"ON","AB",10,"114",-6.74878678377341
"QC","AB",10,"114",-5.35552424322307
"NB2","IN",10,"114",-10.0387918147736
"ON","IN",10,"114",-14.9271323951924
"QC","IN",10,"114",-7.35378265431723
"NB2","IPU",10,"114",-6.33099893417573
"ON","IPU",10,"114",-7.62524604231338
"QC","IPU",10,"114",-5.95422238571378
"NB2","NB2",10,"114",-3.66924017571079
"ON","NB2",10,"114",-6.17296947162416
"QC","NB2",10,"114",-6.34477301532715
"NB2","ON",10,"114",-5.14304100556491
"ON","ON",10,"114",-5.53060973947557
"QC","ON",10,"114",-6.83175824143196
"NB2","QC",10,"114",-5.35082985428831
"ON","QC",10,"114",-5.76346070289747
"QC","QC",10,"114",-3.21623329219197
"IPU","AB",15,"114",-7.34672745886658
"IPU","IN",15,"114",-7.64808644777895
"IPU","IPU",15,"114",-5.32524876653427
"IPU","NB2",15,"114",-16.1087847842411
"IPU","ON",15,"114",-17.8791396083019
"IPU","QC",15,"114",-17.306191557216
"IN","AB",20,"114",-5.62155699746287
"IPU","AB",20,"114",-5.51298309885077
"NB2","AB",20,"114",-5.39420621647242
"ON","AB",20,"114",-5.37900075329958
"QC","AB",20,"114",-5.52271007867795
"IN","IN",20,"114",-3.78269298873505
"IPU","IN",20,"114",-4.81606526823209
"NB2","IN",20,"114",-8.55835541113814
"ON","IN",20,"114",-5.84812225006703
"QC","IN",20,"114",-11.5851208571087
"IN","IPU",20,"114",-4.51955191000077
"IPU","IPU",20,"114",-2.63944260991795
"NB2","IPU",20,"114",-4.39704295627719
"ON","IPU",20,"114",-4.43139321408497
"QC","IPU",20,"114",-4.54689923051841
"IN","NB2",20,"114",-6.92710021839509
"IPU","NB2",20,"114",-10.9939057908313
"NB2","NB2",20,"114",-3.8013118168214
"ON","NB2",20,"114",-9.42229039511874
"QC","NB2",20,"114",-5.14720792382429
"IN","ON",20,"114",-5.6104157244679
"IPU","ON",20,"114",-8.8927450635707
"NB2","ON",20,"114",-5.18305179206898
"ON","ON",20,"114",-3.77500920615223
"QC","ON",20,"114",-4.20350065137468
"IN","QC",20,"114",-6.57775501285512
"IPU","QC",20,"114",-10.7582623946464
"NB2","QC",20,"114",-6.31322777684434
"ON","QC",20,"114",-8.9074628113939
"QC","QC",20,"114",-3.46524539608333
"IPU","AB",25,"114",-3.96682548557289
"QC","AB",25,"114",-4.45352367871307
"IPU","IN",25,"114",-3.87441054161132
"QC","IN",25,"114",-9.35906384622928
"IPU","IPU",25,"114",-2.98262656337143
"QC","IPU",25,"114",-3.92634436708789
"IPU","NB2",25,"114",-11.4835076743497
"QC","NB2",25,"114",-3.61935478991126
"IPU","ON",25,"114",-10.1447486450572
"QC","ON",25,"114",-2.834574592512
"IPU","QC",25,"114",-9.47194210354274
"QC","QC",25,"114",-2.1617321210256
"IN","AB",30,"114",-6.35542118305227
"IPU","AB",30,"114",-5.70015131711214
"NB2","AB",30,"114",-8.40022270770326
"ON","AB",30,"114",-5.33825306882758
"QC","AB",30,"114",-5.3335459219115
"IN","IN",30,"114",-5.47753938959077
"IPU","IN",30,"114",-3.50867147586064
"NB2","IN",30,"114",-16.9757805872668
"ON","IN",30,"114",-5.76850638359475
"QC","IN",30,"114",-5.84853365012225
"IN","IPU",30,"114",-5.72311632323507
"IPU","IPU",30,"114",-3.55556055474185
"NB2","IPU",30,"114",-13.5627312475319
"ON","IPU",30,"114",-5.14041249584519
"QC","IPU",30,"114",-4.19317509096046
"IN","NB2",30,"114",-6.1477523420084
"IPU","NB2",30,"114",-12.6228646545124
"NB2","NB2",30,"114",-8.02096362204809
"ON","NB2",30,"114",-8.51634251241156
"QC","NB2",30,"114",-6.95515372212463
"IN","ON",30,"114",-5.79582584573361
"IPU","ON",30,"114",-11.3885512826619
"NB2","ON",30,"114",-6.64013483674939
"ON","ON",30,"114",-4.30595196231789
"QC","ON",30,"114",-6.10839615820892
"IN","QC",30,"114",-5.79495482176962
"IPU","QC",30,"114",-10.6567500957029
"NB2","QC",30,"114",-6.61407232872934
"ON","QC",30,"114",-7.66362197855538
"QC","QC",30,"114",-3.72944293081136
"QC","AB",35,"114",-10.1089818839733
"QC","IN",35,"114",-9.83945692339996
"QC","IPU",35,"114",-11.5202222595472
"QC","NB2",35,"114",-9.90900491518556
"QC","ON",35,"114",-9.18218529545388
"QC","QC",35,"114",-8.96028121926692
"IPU","AB",5,"115",-5.24355356978737
"IPU","IN",5,"115",-5.14787171830536
"IPU","IPU",5,"115",-3.9183722113861
"IPU","NB2",5,"115",-8.1895105955754
"IPU","ON",5,"115",-7.53048929698036
"IPU","QC",5,"115",-8.84048383788645
"NB2","AB",10,"115",-8.60369231301364
"ON","AB",10,"115",-9.93529577502892
"QC","AB",10,"115",-6.21982792467758
"NB2","IN",10,"115",-15.4798848166595
"ON","IN",10,"115",-20.587090054754
"QC","IN",10,"115",-10.6399690460344
"NB2","IPU",10,"115",-9.85621628462677
"ON","IPU",10,"115",-24.4317493797128
"QC","IPU",10,"115",-10.0710542380056
"NB2","NB2",10,"115",-8.60012036096037
"ON","NB2",10,"115",-14.1011884404768
"QC","NB2",10,"115",-6.42351056344205
"NB2","ON",10,"115",-8.45073775170985
"ON","ON",10,"115",-15.3745510474917
"QC","ON",10,"115",-7.20167483540688
"NB2","QC",10,"115",-7.98731313873228
"ON","QC",10,"115",-15.7981205505857
"QC","QC",10,"115",-4.78182227316423
"IPU","AB",15,"115",-6.86140302428685
"IPU","IN",15,"115",-5.58875748228116
"IPU","IPU",15,"115",-3.5824376863418
"IPU","NB2",15,"115",-16.7894283671458
"IPU","ON",15,"115",-19.5735431275138
"IPU","QC",15,"115",-18.0722902849967
"IN","AB",20,"115",-5.50632654387241
"IPU","AB",20,"115",-6.17782274606645
"NB2","AB",20,"115",-5.45826376072672
"ON","AB",20,"115",-5.4829001909913
"QC","AB",20,"115",-5.39183167740872
"IN","IN",20,"115",-4.9961009911622
"IPU","IN",20,"115",-4.56775084220739
"NB2","IN",20,"115",-8.73552622127162
"ON","IN",20,"115",-6.732540236711
"QC","IN",20,"115",-11.091876129559
"IN","IPU",20,"115",-4.14034736626633
"IPU","IPU",20,"115",-3.11016017634222
"NB2","IPU",20,"115",-5.61805904775825
"ON","IPU",20,"115",-4.32871381515445
"QC","IPU",20,"115",-4.8907049047295
"IN","NB2",20,"115",-9.50351723064298
"IPU","NB2",20,"115",-12.7228466399083
"NB2","NB2",20,"115",-4.16958779012352
"ON","NB2",20,"115",-7.91735678493255
"QC","NB2",20,"115",-5.90132874679262
"IN","ON",20,"115",-7.84056025271238
"IPU","ON",20,"115",-10.5937551168474
"NB2","ON",20,"115",-5.52912759132941
"ON","ON",20,"115",-3.46748476216013
"QC","ON",20,"115",-4.78603907877925
"IN","QC",20,"115",-9.08172485492667
"IPU","QC",20,"115",-12.5391247463642
"NB2","QC",20,"115",-6.45992266247655
"ON","QC",20,"115",-7.56489720516249
"QC","QC",20,"115",-3.34428825612813
"IPU","AB",25,"115",-3.44379638079685
"QC","AB",25,"115",-3.9083486540851
"IPU","IN",25,"115",-3.42903621655314
"QC","IN",25,"115",-6.69716282122735
"IPU","IPU",25,"115",-1.99336489642346
"QC","IPU",25,"115",-3.98921652485523
"IPU","NB2",25,"115",-11.3345559381148
"QC","NB2",25,"115",-5.40035089027125
"IPU","ON",25,"115",-10.2436386802034
"QC","ON",25,"115",-4.49309134348944
"IPU","QC",25,"115",-9.54513410157345
"QC","QC",25,"115",-2.30148381274264
"IN","AB",30,"115",-11.7065201488972
"IPU","AB",30,"115",-4.72078150259538
"NB2","AB",30,"115",-10.6446887817881
"ON","AB",30,"115",-4.76286724605398
"QC","AB",30,"115",-5.59701312954019
"IN","IN",30,"115",-11.4633488750419
"IPU","IN",30,"115",-3.85540598055438
"NB2","IN",30,"115",-22.0168696433426
"ON","IN",30,"115",-3.22007499063783
"QC","IN",30,"115",-5.76532506853603
"IN","IPU",30,"115",-8.53508275171983
"IPU","IPU",30,"115",-2.88468501413063
"NB2","IPU",30,"115",-12.0822067571446
"ON","IPU",30,"115",-3.14898478011347
"QC","IPU",30,"115",-4.42789187951729
"IN","NB2",30,"115",-10.9309271803405
"IPU","NB2",30,"115",-6.89732992875862
"NB2","NB2",30,"115",-11.6274190515656
"ON","NB2",30,"115",-7.27122262444309
"QC","NB2",30,"115",-6.58853897188304
"IN","ON",30,"115",-12.2222390420185
"IPU","ON",30,"115",-5.75986855535445
"NB2","ON",30,"115",-8.1510583813022
"ON","ON",30,"115",-3.91309478662132
"QC","ON",30,"115",-6.2959355219467
"IN","QC",30,"115",-11.9343463714638
"IPU","QC",30,"115",-5.78615546095028
"NB2","QC",30,"115",-8.39354361367848
"ON","QC",30,"115",-6.10209485350754
"QC","QC",30,"115",-3.92955956289968
"QC","AB",35,"115",-7.20428777971562
"QC","IN",35,"115",-6.62336530404239
"QC","IPU",35,"115",-8.53330632010004
"QC","NB2",35,"115",-7.9779599477497
"QC","ON",35,"115",-6.35814635554294
"QC","QC",35,"115",-5.38455536164444
"IPU","AB",5,"116",-5.34744822903411
"IPU","IN",5,"116",-4.84166675029866
"IPU","IPU",5,"116",-3.36534723006814
"IPU","NB2",5,"116",-10.0285540492994
"IPU","ON",5,"116",-9.31799474291085
"IPU","QC",5,"116",-10.8832118418276
"NB2","AB",10,"116",-5.59779702572318
"ON","AB",10,"116",-5.40101273147272
"QC","AB",10,"116",-5.84374488340496
"NB2","IN",10,"116",-9.41719843642309
"ON","IN",10,"116",-5.81096602460619
"QC","IN",10,"116",-10.5291796372638
